Name,Review URL,District,District ID,Category ID,Category Name,Price UI,Address,Review Count,Smile,Cry,Overall Score,Bookmark Count,Latitude,longitude
b'Angry Oppa Restaurant & Bar',/en/hongkong/r-angry-oppa-restaurant-bar-tsim-sha-tsui-korean-pizza-r522742/reviews,Tsim Sha Tsui,2008,"[2001, 1022]","['Korean', 'Pizza']",$101-200,"Shop A, G/F, 73 Kimberley Road",148,128.0,3.0,3.831034,3498,22.3016807,114.17507320000004
b'Espresso Alchemy',/en/hongkong/r-espresso-alchemy-tsim-sha-tsui-western-r453327/reviews,Tsim Sha Tsui,2008,"[4000, 1008]","['Western', 'Coffee Shop']",Below $50,"Shop 36, WK Square, Basement, Chungking Mansions, 36-44 Nathan Road",152,126.0,1.0,3.81,7971,22.2963951,114.17281100000002
b'BRICK LANE Gallery',/en/hongkong/r-brick-lane-gallery-tsim-sha-tsui-british-meatless-menu-r102168/reviews,Tsim Sha Tsui,2008,"[3009, 1014, 1008, 1073, 1075]","['British', 'Dessert', 'Coffee Shop', 'Meatless Menu', 'All Day Breakfast']",$101-200,"G/F., 17-23 Minden Avenue",176,105.0,22.0,3.516863,8851,22.296862,114.17492800000002
b'Petit Deli',/en/hongkong/r-petit-deli-tsim-sha-tsui-italian-all-day-breakfast-r186350/reviews,Tsim Sha Tsui,2008,"[3006, 1009, 1014, 1022, 1075]","['Italian', 'Seafood', 'Dessert', 'Pizza', 'All Day Breakfast']",$101-200,"G/F., 2 Hanoi Road",134,90.0,10.0,3.665234,9041,22.298045,114.173812
b'The Point',/en/hongkong/r-the-point-tsim-sha-tsui-italian-salad-r495506/reviews,Tsim Sha Tsui,2008,"[3006, 1022, 1006, 1081]","['Italian', 'Pizza', 'Western Restaurant', 'Salad']",$101-200,"Shop 409, L4/F, The ONE, 100 Nathan Road",130,95.0,4.0,3.864285,5076,22.2997148080449,114.17237877845798
b'The Right Place',/en/hongkong/r-the-right-place-tsim-sha-tsui-international-skewer-r499592/reviews,Tsim Sha Tsui,2008,"[6000, 1072, 1010]","['International', 'Skewer', 'Bar']",$101-200,"G/F, 17-19 Prat Avenue",121,112.0,0.0,4.127586,1940,22.2984759,114.17482189999998
b'Outdark',/en/hongkong/r-outdark-tsim-sha-tsui-korean-korean-fried-chicken-r438899/reviews,Tsim Sha Tsui,2008,"[2001, 1085]","['Korean', 'Korean Fried Chicken']",$101-200,"17/F, H8, 8 Hau Fook Street",129,87.0,11.0,3.705737,10518,22.29959403628683,114.17456343770027
b'Playa de Papagayo',/en/hongkong/r-playa-de-papagayo-tsim-sha-tsui-spanish-r500478/reviews,Tsim Sha Tsui,2008,"[3011, 1006, 1010]","['Spanish', 'Western Restaurant', 'Bar']",$101-200,"Shop 2, G/F, 8 Observatory Road",120,103.0,2.0,4.067796,4303,22.3010874,114.1758582
b'Cloudland Chinese Cuisine \xe9\x9b\xb2\xe4\xbe\x86\xe8\xbb\x92',/en/hongkong/r-cloudland-chinese-cuisine-tsim-sha-tsui-guangdong-seafood-r108751/reviews,Tsim Sha Tsui,2008,"[1002, 1009, 1005, 1036]","['Guangdong', 'Seafood', 'Dim Sum Restaurant', 'Dim Sum']",$201-400,"1/F, Wah Fung Building, 17-23 Minden Avenue",213,150.0,13.0,3.841145,10112,22.29684313197845,114.17488357341767
b'ICHIRAN \xe5\xa4\xa9\xe7\x84\xb6\xe8\xb1\x9a\xe9\xaa\xa8\xe6\x8b\x89\xe9\xba\xb5\xe5\xb0\x88\xe9\x96\x80\xe5\xba\x97\xe4\xb8\x80\xe8\x98\xad',/en/hongkong/r-ichiran-tsim-sha-tsui-japanese-ramen-r451620/reviews,Tsim Sha Tsui,2008,"[2009, 1005]","['Japanese', 'Ramen']",$51-100,"Entrance Hall on G/F & Shop B, Basement Floor, 8 Minden Avenue",198,80.0,29.0,3.354644,9330,22.296703954724315,114.17374268174171
b'Uptop Bistro and Bar',/en/hongkong/r-uptop-bistro-and-bar-tsim-sha-tsui-western-salad-r440172/reviews,Tsim Sha Tsui,2008,"[4000, 1081, 1011, 1203]","['Western', 'Salad', 'Hotel Restaurant', 'Cake']",$201-400,"19/F, Popway Hotel , 117 Chatham Road South",106,79.0,0.0,4.054123,6893,22.3017741,114.1764025
b'Ambrosia Oyster Bar & Grill',/en/hongkong/r-ambrosia-oyster-bar-grill-tsim-sha-tsui-western-seafood-r40351/reviews,Tsim Sha Tsui,2008,"[4000, 1009, 1003, 1, 1032, 7]","['Western', 'Seafood', 'Steak House', 'Romantic Dining', 'Oyster Bar', 'Special Occasion Dining']",$401-800,"Shop 2802, 28/F, iSquare, 63 Nathan Road",188,124.0,15.0,3.90375,11704,22.296818324507655,114.17205423116707
b'Kamigishi Restaurant \xe4\xb8\x8a\xe5\xb2\xb8\xe6\x96\x99\xe7\x90\x86',/en/hongkong/r-kamigishi-restaurant-tsim-sha-tsui-japanese-sushi-sashimi-r452287/reviews,Tsim Sha Tsui,2008,"[2009, 1034]","['Japanese', 'Sushi/Sashimi']",$401-800,"Shop B, G/F, 7-9 Minden Avenue",121,112.0,0.0,4.129411,3589,22.296916,114.17421300000001
b'BV Kitchen & Bar',/en/hongkong/r-bv-kitchen-bar-tsim-sha-tsui-western-wine-r186723/reviews,Tsim Sha Tsui,2008,"[4000, 1008, 1010, 1035]","['Western', 'Wine', 'Bar', 'Hamburger']",$201-400,"Shop 2, G/F, The Leader Commercial Building, 54-56 Hillwood Road",132,120.0,0.0,3.930952,4958,22.3027144,114.17467399999998
"b""Morton's of Chicago""",/en/hongkong/r-mortons-of-chicago-tsim-sha-tsui-american-r6201/reviews,Tsim Sha Tsui,2008,"[4001, 1003, 1, 1011, 7]","['American', 'Steak House', 'Romantic Dining', 'Hotel Restaurant', 'Special Occasion Dining']",Above $801,"4/F, The Sheraton Hong Kong Hotel & Towers, 20 Nathan Road",148,119.0,4.0,4.067832,11333,22.295360340263525,114.17263090610504
b'Steam Seafood Hotpot Restaurant \xe6\x9c\x89\xe8\x92\xb8\xe6\xb0\xa3 \xe6\xb5\xb7\xe9\xae\xae\xe7\x9f\xb3\xe9\x8d\x8b\xe5\xb0\x88\xe9\x96\x80\xe5\xba\x97',/en/hongkong/r-steam-seafood-hotpot-restaurant-tsim-sha-tsui-hong-kong-style-hot-pot-r479197/reviews,Tsim Sha Tsui,2008,"[1004, 1001, 1011, 1009, 1034, 1204]","['Hong Kong Style', 'Hot Pot', 'Hotel Restaurant', 'Seafood', 'Sushi/Sashimi', 'Steam Hotpot']",$201-400,"1/F, The Bauhinia, 5-9 Observatory Court",153,136.0,2.0,3.977816,4828,22.3017509,114.17470400000002
b'Mango Tree',/en/hongkong/r-mango-tree-tsim-sha-tsui-thai-meatless-menu-r120980/reviews,Tsim Sha Tsui,2008,"[2004, 1073, 2]","['Thai', 'Meatless Menu', 'Business Dining']",$201-400,"Shop 2032, 2/F, Elements, 1 Austin Road West",210,98.0,16.0,3.653333,8054,22.305044875418893,114.16157484054565
b'Wooloomooloo Prime',/en/hongkong/r-wooloomooloo-prime-tsim-sha-tsui-australian-r48401/reviews,Tsim Sha Tsui,2008,"[2022, 1003]","['Australian', 'Steak House']",$401-800,"21/F, The ONE, 100 Nathan Road",158,89.0,18.0,3.643971,12332,22.2997148080449,114.17237877845798
b'Miki Japanese Restaurant \xe4\xb8\x89\xe6\x9c\xa8\xe6\x97\xa5\xe6\x9c\xac\xe6\x96\x99\xe7\x90\x86',/en/hongkong/r-miki-japanese-restaurant-tsim-sha-tsui-japanese-all-you-can-eat-r175990/reviews,Tsim Sha Tsui,2008,"[2009, 1076]","['Japanese', 'All-you-can-eat']",$201-400,"8/F, Bcc Building, 25-31 Carnarvon Road",299,210.0,45.0,3.626418,6579,22.298191917872824,114.17373195290565
b'2DP',/en/hongkong/r-2dp-tsim-sha-tsui-western-dessert-r536725/reviews,Tsim Sha Tsui,2008,"[1004, 1014, 4000]","['Hong Kong Style', 'Dessert', 'Western']",$51-100,"G/F, The Lamma Tower, 12-12A Hau Fook Street",175,121.0,8.0,3.767168,4333,22.2996133,114.17386980000003
b'Cafe Deco \xe5\xb3\xb0\xe6\x99\xaf\xe9\xa4\x90\xe5\xbb\xb3',/en/hongkong/r-cafe-deco-tsim-sha-tsui-western-meatless-menu-r499154/reviews,Tsim Sha Tsui,2008,"[4000, 1073]","['Western', 'Meatless Menu']",$201-400,"20/F, The ONE, 100 Nathan Road",84,41.0,7.0,3.780405,10109,22.299783,114.17244099999994
b'Apgujeong Tent Bar \xe7\x8b\x8e\xe9\xb7\x97\xe4\xba\xad\xe5\xb1\x85\xe9\x85\x92\xe5\xb1\x8b',/en/hongkong/r-apgujeong-tent-bar-tsim-sha-tsui-korean-r12817/reviews,Tsim Sha Tsui,2008,"[2001, 1010, 7]","['Korean', 'Bar', 'Special Occasion Dining']",$201-400,"1/F, 9 Koon Fook Centre,Knutsford Terrace",169,118.0,13.0,3.710062,5364,22.301318,114.17386599999998
b'On-Yasai \xe6\xb8\xa9\xe9\x87\x8e\xe8\x8f\x9c',/en/hongkong/r-on-yasai-tsim-sha-tsui-japanese-meatless-menu-r477931/reviews,Tsim Sha Tsui,2008,"[2009, 1001, 1073]","['Japanese', 'Hot Pot', 'Meatless Menu']",$101-200,"Shop 37A, 3/F, LCX, Ocean Terminal, Harbour City, 3-27 Canton Road",102,64.0,4.0,3.860106,7356,22.294977,114.16694299999995
b'So Thai So Good',/en/hongkong/r-so-thai-so-good-tsim-sha-tsui-thai-r185329/reviews,Tsim Sha Tsui,2008,[2004],['Thai'],$51-100,"Shop 105, L1, Mira Place One, No. 132 Nathan Road",177,80.0,14.0,3.417251,6934,22.3009512,114.17217299999993
b'Cafe Express \xe5\x92\x96\xe5\x95\xa1\xe4\xba\xad',/en/hongkong/r-cafe-express-tsim-sha-tsui-international-buffet-r21407/reviews,Tsim Sha Tsui,2008,"[6000, 1032, 1008, 2, 1011]","['International', 'Buffet', 'Coffee Shop', 'Business Dining', 'Hotel Restaurant']",$201-400,"1/F, Hotel Panorama by Rhombus, 8A Hart Avenue",332,202.0,36.0,3.723076,19507,22.297802300169185,114.17479276657104
b'Morihachi Yakiniku \xe7\x9b\x9b\xe5\x85\xab\xe6\x97\xa5\xe5\xbc\x8f\xe7\x87\x92\xe8\x82\x89\xe6\x94\xbe\xe9\xa1\x8c\xe5\xba\x97',/en/hongkong/r-morihachi-yakiniku-tsim-sha-tsui-japanese-all-you-can-eat-r19221/reviews,Tsim Sha Tsui,2008,"[2009, 1025, 6, 1076, 7]","['Japanese', 'Roast Meat', 'Group Dining', 'All-you-can-eat', 'Special Occasion Dining']",$201-400,"3/F, Ashley Centre, 23-25 Ashley Road",258,173.0,22.0,3.75786,12195,22.2971173645022,114.17035102844193
b'Paper Moon',/en/hongkong/r-paper-moon-tsim-sha-tsui-italian-pizza-r541791/reviews,Tsim Sha Tsui,2008,"[3006, 1022]","['Italian', 'Pizza']",$201-400,"Shop OTE301, 3/F, Ocean Terminal, Harbour City, 3-27 Canton Road",25,12.0,2.0,4.013636,9059,22.2943563,114.16483760000006
b'Prost by King Ludwig',/en/hongkong/r-prost-by-king-ludwig-tsim-sha-tsui-german-pizza-r481267/reviews,Tsim Sha Tsui,2008,"[3001, 1022]","['German', 'Pizza']",$201-400,"Shop 302, L3, Mira Place One, 132 Nathan Road",107,86.0,0.0,3.876237,4297,22.300931,114.17218000000003
b'Social Place \xe5\x94\x90\xe5\xae\xae\xe5\xb0\x8f\xe8\x81\x9a',/en/hongkong/r-social-place-tsim-sha-tsui-guangdong-dim-sum-r515530/reviews,Tsim Sha Tsui,2008,"[1002, 1036, 1001]","['Guangdong', 'Dim Sum', 'Stir-Fry']",$101-200,"Shop 303, 3/F, Silvercord, 30 Canton Road",134,71.0,8.0,3.826724,6055,22.297492,114.16940999999997
b'Soul \xe9\xa8\xb7',/en/hongkong/r-soul-tsim-sha-tsui-western-all-day-breakfast-r525236/reviews,Tsim Sha Tsui,2008,"[4000, 1075, 1010, 1024]","['Western', 'All Day Breakfast', 'Bar', 'Upper-floor Cafe']",$101-200,"Room 904, 9/F, Koon Fook Centre, 9 Knutsford Terrace",110,92.0,3.0,3.923584,4558,22.3013136,114.17386980000003
b'Outback Steakhouse',/en/hongkong/r-outback-steakhouse-tsim-sha-tsui-australian-r15759/reviews,Tsim Sha Tsui,2008,"[2022, 1003, 6]","['Australian', 'Steak House', 'Group Dining']",$201-400,"Shop UG23-28, 30 & 61-63, Tsim Sha Tsui Centre, 66 Mody Road",370,231.0,40.0,3.621267,6350,22.297682,114.177775
b'\xe6\xbd\xae\xe7\xa6\x8f\xe8\x92\xb8\xe6\xb0\xa3\xe7\x9f\xb3\xe9\x8d\x8b',/en/hongkong/r-%E6%BD%AE%E7%A6%8F%E8%92%B8%E6%B0%A3%E7%9F%B3%E9%8D%8B-tsim-sha-tsui-guangdong-hot-pot-r460317/reviews,Tsim Sha Tsui,2008,"[1002, 1001, 1005, 1036, 1204]","['Guangdong', 'Hot Pot', 'Dim Sum Restaurant', 'Dim Sum', 'Steam Hotpot']",$201-400,"1/F, 5-6 Hau Fook Street",123,102.0,4.0,4.02,2583,22.299462,114.17424460000007
b'Something Wild - The Farm \xe9\x87\x8e\xe7\x8e\xa9\xe7\x94\xb0\xe5\xba\x97',/en/hongkong/r-something-wild-the-farm-tsim-sha-tsui-western-salad-r518824/reviews,Tsim Sha Tsui,2008,"[4000, 1022, 1081, 1203]","['Western', 'Pizza', 'Salad', 'Cake']",$101-200,"Shop 201, 2/F, K11 Art Mall, No. 18 Hanoi Road, Tsim Sha Tsui, Kowloon",80,57.0,2.0,3.786842,6270,22.2975781249367,114.17332023382198
b'Din Tai Fung \xe9\xbc\x8e\xe6\xb3\xb0\xe8\xb1\x90',/en/hongkong/r-din-tai-fung-tsim-sha-tsui-taiwan-dim-sum-r21002/reviews,Tsim Sha Tsui,2008,"[1009, 1036, 1001, 2, 1011, 1041, 6]","['Taiwan', 'Dim Sum', 'Stir-Fry', 'Business Dining', 'Shanghai', 'Chinese Buns', 'Group Dining']",$101-200,"Shop 306, 3/F, Silvercord, 30 Canton Road",723,447.0,63.0,3.684734,10415,22.29749988990235,114.16911295700834
b'Naked \xe5\x8e\x9f\xe3\x81\xae\xe5\x91\xb3',/en/hongkong/r-naked-tsim-sha-tsui-japanese-omakase-r516917/reviews,Tsim Sha Tsui,2008,"[2009, 1034, 1021, 1205]","['Japanese', 'Sushi/Sashimi', 'Yoshoku', 'Omakase']",$201-400,"Shop G1, G/F, Mirror Tower, 61 Mody Road",113,100.0,2.0,4.149545,2109,22.2975335,114.17651039999998
b'Star Cafe \xe6\x98\x9f\xe5\xba\xa7\xe5\x86\xb0\xe5\xae\xa4',/en/hongkong/r-star-cafe-tsim-sha-tsui-hong-kong-style-noodles-rice-noodles-r6428/reviews,Tsim Sha Tsui,2008,"[1004, 1010, 1009]","['Hong Kong Style', 'Noodles/Rice Noodles', 'Tea Restaurant']",Below $50,"Shop No. 36, Champagne Court, 16-20 Kimberley Road",490,271.0,53.0,3.239978,11945,22.300256,114.17292999999995
b'The Window Cafe \xe5\x80\x9a\xe7\xaa\x97\xe9\x96\xa3',/en/hongkong/r-the-window-cafe-tsim-sha-tsui-western-vegetarian-r3988/reviews,Tsim Sha Tsui,2008,"[4000, 1011, 1011, 12, 1032]","['Western', 'Vegetarian', 'Hotel Restaurant', 'Family Style Dining', 'Buffet']",$401-800,"2/F, The Kowloon Hotel, 19-21 Nathan Road",368,179.0,63.0,3.478228,17510,22.295879012146475,114.17189866304398
b'Season Plus',/en/hongkong/r-season-plus-tsim-sha-tsui-international-seafood-r540525/reviews,Tsim Sha Tsui,2008,"[6000, 1009, 1010, 1032]","['International', 'Seafood', 'Bar', 'Oyster Bar']",$101-200,"Shop A&E, G/F, Block 1, Universal Mansion, 52 Hillwood Road",143,139.0,1.0,4.080281,1595,22.3024755419284,114.17469128507196
b'Pivo Czech Bar',/en/hongkong/r-pivo-czech-bar-tsim-sha-tsui-western-r456442/reviews,Tsim Sha Tsui,2008,"[4000, 1010]","['Western', 'Bar']",$101-200,"Shop R004, Roof Level, Elements, 1 Austin Road West",65,53.0,1.0,3.948437,9043,22.304915314711476,114.16153841417781
b'Jo\xc5\x8d de Rolls',/en/hongkong/r-jo-de-rolls-tsim-sha-tsui-japanese-dessert-r513553/reviews,Tsim Sha Tsui,2008,"[2009, 1014, 1008]","['Japanese', 'Dessert', 'Coffee Shop']",$101-200,"Shop L408, 4/F, The ONE, 100 Nathan Road",127,95.0,3.0,3.834146,3842,22.2997148080449,114.17237877845798
b'Wulu \xe8\x83\xa1\xe7\x88\x90',/en/hongkong/r-wulu-tsim-sha-tsui-hong-kong-style-chicken-hot-pot-r497949/reviews,Tsim Sha Tsui,2008,"[1002, 1001, 1004, 1009, 1008, 1074]","['Guangdong', 'Hot Pot', 'Hong Kong Style', 'Seafood', 'Sichuan', 'Chicken Hot Pot']",$201-400,"16/F, H8, 8 Hau Fook Street",108,98.0,1.0,4.278846,2931,22.2995891,114.1745545
b'\xe4\xb8\x89\xe7\xa6\xbe\xe4\xb8\xad\xe6\x97\xa5\xe6\x96\x99\xe7\x90\x86',/en/hongkong/r-%E4%B8%89%E7%A6%BE%E4%B8%AD%E6%97%A5%E6%96%99%E7%90%86-tsim-sha-tsui-hong-kong-style-all-you-can-eat-r490254/reviews,Tsim Sha Tsui,2008,"[1004, 1034, 2009, 1076]","['Hong Kong Style', 'Sushi/Sashimi', 'Japanese', 'All-you-can-eat']",$201-400,"8/F, Bcc Building, 25-31 Carnarvon Road",157,128.0,4.0,4.02517,4762,22.2981845,114.17379000000005
b'Chicken HOF & SOJU \xe6\x9d\x8e\xe5\xae\xb6',/en/hongkong/r-chicken-hof-soju-tsim-sha-tsui-korean-korean-fried-chicken-r69881/reviews,Tsim Sha Tsui,2008,"[2001, 1085]","['Korean', 'Korean Fried Chicken']",$101-200,"G/F, 84 Kam Kok Mansion, Kimberley Road",209,111.0,22.0,3.33625,11822,22.3020273,114.17545419999999
b'Scarlett Cafe & Wine Bar',/en/hongkong/r-scarlett-cafe-wine-bar-tsim-sha-tsui-french-r440326/reviews,Tsim Sha Tsui,2008,[3010],['French'],$201-400,"G/F., 2 Austin Avenue",105,66.0,10.0,3.831111,8945,22.302161,114.1764114
b'Good Satay \xe5\xa5\xbd\xe6\x99\x82\xe6\xb2\x99\xe5\x97\xb2',/en/hongkong/r-good-satay-tsim-sha-tsui-singaporean-r11321/reviews,Tsim Sha Tsui,2008,[2005],['Singaporean'],$51-100,"Shop144-148, Houston Centre, 63 Mody Square",988,509.0,136.0,3.300036,12490,22.298044,114.17689199999995
b'House of Jasmine \xe5\x85\xab\xe6\x9c\x88\xe5\xb1\x85',/en/hongkong/r-house-of-jasmine-tsim-sha-tsui-guangdong-r19972/reviews,Tsim Sha Tsui,2008,"[1002, 1001]","['Guangdong', 'Stir-Fry']",$201-400,"Shop 401, 4/F, Ocean Centre, Harbour City, 3-27 Canton Road",252,138.0,27.0,3.581756,7252,22.295973150513586,114.16854965693346
b'MeokBang Korean BBQ & BAR \xe7\x82\x91\xe5\x85\xab\xe9\x9f\x93\xe7\x83\xa4',/en/hongkong/r-meokbang-korean-bbq-bar-tsim-sha-tsui-korean-korean-bbq-r444708/reviews,Tsim Sha Tsui,2008,"[2001, 1025, 1086]","['Korean', 'Roast Meat', 'Korean BBQ']",$201-400,"2/F, Tern Plaza, 5 Cameron Road",131,88.0,8.0,3.779385,4433,22.2988675,114.17277899999999
b'Pojang Korean Izakaya \xe6\xb5\xa6\xe4\xba\x95\xe9\x9f\x93\xe9\xa3\x9f\xe5\xb1\x85\xe9\x85\x92\xe5\xb1\x8b',/en/hongkong/r-pojang-korean-izakaya-tsim-sha-tsui-korean-korean-fried-chicken-r526425/reviews,Tsim Sha Tsui,2008,"[2001, 1085, 1033, 1086]","['Korean', 'Korean Fried Chicken', 'Izakaya', 'Korean BBQ']",$51-100,"Shop 705, 7/F, iSQUARE, 63 Nathon Road",127,116.0,4.0,4.033606,1647,22.2969237951182,114.17186915874504
b'TSUKADA NOJO \xe5\xa1\x9a\xe7\x94\xb0\xe8\xbe\xb2\xe5\xa0\xb4',/en/hongkong/r-tsukada-nojo-tsim-sha-tsui-japanese-r536084/reviews,Tsim Sha Tsui,2008,[2009],['Japanese'],$101-200,"Shop OTE 202, 2/F, Ocean Terminal, Harbour City, 3-27 Canton Road",64,36.0,2.0,3.868852,8835,22.294977,114.16694299999995
b'Majimeya \xe5\x8c\x97\xe6\xb5\xb7\xe9\x81\x93\xe7\x88\x90\xe7\xab\xaf\xe7\x87\x92',/en/hongkong/r-majimeya-tsim-sha-tsui-japanese-robatayaki-r535769/reviews,Tsim Sha Tsui,2008,"[2009, 1028, 1034]","['Japanese', 'Robatayaki', 'Sushi/Sashimi']",$51-100,"3/F, Chiap Lee Commercial Building, 27 Ashley Road",101,84.0,4.0,3.965789,4665,22.2973059,114.17032530000006
b'Amitie Kitchen',/en/hongkong/r-amitie-kitchen-tsim-sha-tsui-french-r470865/reviews,Tsim Sha Tsui,2008,"[3006, 1003, 3010]","['Italian', 'Steak House', 'French']",$101-200,"8/F, Chiap Lee Commercial Building, 27 Ashley Road",110,92.0,6.0,4.06,3955,22.2973018,114.17033249999997
b'King Ludwig Beerhall',/en/hongkong/r-king-ludwig-beerhall-tsim-sha-tsui-german-r14534/reviews,Tsim Sha Tsui,2008,"[3001, 1006]","['German', 'Western Restaurant']",$201-400,"Shop 32, East Tsim Sha Tsui MTR Station",404,265.0,35.0,3.640384,12204,22.295087,114.173768
b'\xc3\x89PURE',/en/hongkong/r-epure-tsim-sha-tsui-french-fine-dining-r172848/reviews,Tsim Sha Tsui,2008,"[3010, 1008, 1006, 1, 1200, 7]","['French', 'Wine', 'Western Restaurant', 'Romantic Dining', 'Fine Dining', 'Special Occasion Dining']",Above $801,"Shop 403, 4/F, Ocean Centre, Harbour City, 3-27 Canton Road",86,65.0,6.0,4.216883,6734,22.295615023288736,114.16916012763977
b'The Alchemist Creative Coffee by GaBee. \xe7\x89\xa7\xe7\xbe\x8a\xe5\xb0\x91\xe5\xb9\xb4\xe5\x89\xb5\xe6\x84\x8f\xe5\x92\x96\xe5\x95\xa1\xe9\xa4\xa8 by GaBee.',/en/hongkong/r-the-alchemist-creative-coffee-by-gabee-tsim-sha-tsui-western-all-day-breakfast-r483416/reviews,Tsim Sha Tsui,2008,"[4000, 1014, 1008, 1075]","['Western', 'Dessert', 'Coffee Shop', 'All Day Breakfast']",$101-200,"Shop B227, B2/F, K11 Art Mall, 18 Hanoi Road,",96,51.0,6.0,3.605555,5229,22.2975781249367,114.17332023382198
b'Hotspot \xe7\x86\xb1\xe9\xbb\x9e',/en/hongkong/r-hotspot-tsim-sha-tsui-taiwan-hot-pot-r494550/reviews,Tsim Sha Tsui,2008,"[1009, 1001]","['Taiwan', 'Hot Pot']",$51-100,"Shop B, G/F,18 Granville Road",97,65.0,7.0,3.648913,4054,22.2996,114.173272
b'N1 Coffee & Co.',/en/hongkong/r-n1-coffee-co-tsim-sha-tsui-western-all-day-breakfast-r167735/reviews,Tsim Sha Tsui,2008,"[4000, 1075, 1008]","['Western', 'All Day Breakfast', 'Coffee Shop']",Below $50,"Shop G, no.34 , Mody Road",113,66.0,2.0,3.618348,8342,22.2972108,114.17467340000007
b'\xe7\x90\xa5\xe9\x85\x8c',/en/hongkong/r-%E7%90%A5%E9%85%8C-tsim-sha-tsui-japanese-roast-meat-r537851/reviews,Tsim Sha Tsui,2008,"[2009, 1025, 1033]","['Japanese', 'Roast Meat', 'Izakaya']",$201-400,"11/F , 38-40 Haiphong Road, Zhongda Building,",114,106.0,1.0,4.142982,3124,22.297921419072875,114.17074531316757
b'Tosca',/en/hongkong/r-tosca-tsim-sha-tsui-italian-fine-dining-r50834/reviews,Tsim Sha Tsui,2008,"[3006, 1008, 1011, 1, 1200]","['Italian', 'Wine', 'Hotel Restaurant', 'Romantic Dining', 'Fine Dining']",Above $801,"102/F, The Ritz-Carlton Hong Kong, International Commerce Centre, 1 Austin Road West",143,86.0,10.0,3.946825,8132,22.303986422345293,114.16030883789062
b'Hungry Korean',/en/hongkong/r-hungry-korean-tsim-sha-tsui-korean-r57421/reviews,Tsim Sha Tsui,2008,"[2001, 1007]","['Korean', 'Fast Food']",$51-100,"Shop B, G/F, Astoria Building, 24-38 Ashley Road",274,188.0,10.0,3.578571,10221,22.29754917216167,114.17044758796692
b'Hoi King Heen \xe6\xb5\xb7\xe6\x99\xaf\xe8\xbb\x92',/en/hongkong/r-hoi-king-heen-tsim-sha-tsui-guangdong-dim-sum-r1252/reviews,Tsim Sha Tsui,2008,"[1002, 1036, 1001, 2, 1011]","['Guangdong', 'Dim Sum', 'Stir-Fry', 'Business Dining', 'Hotel Restaurant']",$401-800,"B2, InterContinental Grand Stanford Hong Kong, 70 Mody Road",221,183.0,11.0,4.104368,6074,22.299187051152405,114.17933106422424
b'Harbourside \xe6\xb8\xaf\xe7\x95\x94\xe9\xa4\x90\xe5\xbb\xb3',/en/hongkong/r-harbourside-tsim-sha-tsui-international-buffet-r10146/reviews,Tsim Sha Tsui,2008,"[6000, 1032, 1011, 7]","['International', 'Buffet', 'Hotel Restaurant', 'Special Occasion Dining']",$401-800,"LG/F, InterContinental Hong Kong, 18 Salisbury Road",346,205.0,46.0,3.784843,8178,22.2936827089318,114.17391300201416
b'Greyhound Cafe',/en/hongkong/r-greyhound-cafe-tsim-sha-tsui-thai-meatless-menu-r83909/reviews,Tsim Sha Tsui,2008,"[2004, 1073, 1008]","['Thai', 'Meatless Menu', 'Coffee Shop']",$201-400,"Shop OTG01, G/F, Ocean Terminal, Harbour City, 3-27 Canton Road",222,120.0,17.0,3.475,6293,22.295101141741196,114.16705131512572
b'Zi \xe5\x8f\xaa',/en/hongkong/r-zi-tsim-sha-tsui-western-dessert-r448293/reviews,Tsim Sha Tsui,2008,"[4000, 1014, 1021, 1024]","['Western', 'Dessert', 'Yoshoku', 'Upper-floor Cafe']",$101-200,"Room 402, 4/F, Wai Wah Building, 66-76 Granville Road, Tsim sha tsui",89,59.0,3.0,3.965822,7065,22.3001995485609,114.17564839124702
b'Empire City Roasted Duck \xe5\xa4\xa7\xe9\x83\xbd\xe7\x83\xa4\xe9\xb4\xa8',/en/hongkong/r-empire-city-roasted-duck-tsim-sha-tsui-guangdong-r75985/reviews,Tsim Sha Tsui,2008,"[1002, 1001, 6, 1083]","['Guangdong', 'Stir-Fry', 'Group Dining', 'Food Wise Eateries']",$201-400,"Shop 221, Level 2, K11 Art Mall, 18 Hanoi Road",174,94.0,19.0,3.538095,8435,22.297623621623245,114.17330145835876
b'Cuisine Cuisine \xe5\x9c\x8b\xe9\x87\x91\xe8\xbb\x92',/en/hongkong/r-cuisine-cuisine-tsim-sha-tsui-guangdong-r37825/reviews,Tsim Sha Tsui,2008,"[1002, 1001, 2]","['Guangdong', 'Stir-Fry', 'Business Dining']",$201-400,"3/F, The Mira Hong Kong, Mira Place, 118 Nathan Road",191,118.0,12.0,3.899013,4540,22.300068,114.17247299999997
b'Caf\xc3\xa9 on the PARK \xe6\x9f\x8f\xe6\x99\xaf\xe9\xa4\x90\xe5\xbb\xb3',/en/hongkong/r-cafe-on-the-park-tsim-sha-tsui-western-buffet-r2919/reviews,Tsim Sha Tsui,2008,"[4000, 1032, 1011, 1083]","['Western', 'Buffet', 'Hotel Restaurant', 'Food Wise Eateries']",$201-400,"2/F, Hotel Wing, The Royal Pacific Hotel & Towers, China Hong Kong City, 33 Canton Road",510,289.0,65.0,3.555838,10789,22.300187916049634,114.16760981082916
